TITLE,RESTAURANT_ID,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST
LOUNGE,6827,"North Indian, Chinese, Continental, Italian",11am – 1am (Mon-Sun),New Delhi,Vijay Nagar,4.3,361 votes,1000
"LOUNGE,CASUAL DINING",5646,"Continental, American, Asian, North Indian, Chinese, Pizza, Biryani,",11am – 12:30AM (Mon-Sun),New Delhi,Hauz Khas Village,4.6,13500 votes,1300
CASUAL DINING,9588,"Chinese, North Indian, South Indian, Fast Food","12noon – 3:30pm, 7pm – 12midnight (Mon-Sun)",Mumbai,Girgaum,3.8,221 votes,550
QUICK BITES,12449,Continental,12noon – 10pm (Mon-Sun),Bangalore,Bannerghatta Road,3.7,15 votes,300
QUICK BITES,9095,"North Indian, Street Food",7:30am – 10:30pm (Mon-Sun),Chennai,Karapakkam,4.0,56 votes,400
BAKERY,2299,"Bakery, Desserts",9am – 11pm (Mon-Sun),Bangalore,Banaswadi,3.6,7 votes,200
BEVERAGE SHOP,8743,Juices,10am – 11:30pm (Mon-Sun),Hyderabad,Mehdipatnam,3.8,77 votes,200
CASUAL DINING,15104,"Indonesian, Thai, Chinese, Japanese, Malaysian, Momos",12noon – 10:30pm (Mon-Sun),Hyderabad,Himayath Nagar,4.1,872 votes,550
BAKERY,5206,Bakery,9am – 11pm (Mon-Sun),Secunderabad,Railway Station Road,3.7,62 votes,150
BAKERY,15062,Bakery,Not Available,Kochi,Marine Drive,,,200
None,12329,Beverages,11am – 11pm (Mon-Sun),Bangalore,Sahakara Nagar,3.6,9 votes,300
QUICK BITES,12135,Gujarati,"11:30am – 3:30pm (Mon),11:30am – 3:30pm, 7pm –...",Mumbai,Kalbadevi,4.7,1542 votes,1200
QUICK BITES,9949,"Fast Food, Burger, Sandwich",12noon – 2am (Mon-Sun),Gurgaon,DLF Phase 4,4.7,339 votes,400
FINE DINING,4338,"North Indian, Continental, Italian, Salad",6:30am – 11:30pm (Mon-Sun),New Delhi,Lodhi Road,3.9,337 votes,3500
CASUAL DINING,7516,"North Indian, Chinese, Mughlai","12noon – 3:45pm, 7pm – 12:15AM (Mon-Sun)",Mumbai,Bandra East,4.1,713 votes,500
QUICK BITES,1734,"Fast Food, Burger","11am – 2am (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",New Delhi,Sainik Farms,3.9,141 votes,200
CASUAL DINING,2756,"South Indian, Continental, Chinese, North Indian","12midnight – 1:30am, 11am – 12midnight (Mon-Sun)",Mumbai,Bandra East,3.8,279 votes,550
QUICK BITES,7426,South Indian,12noon – 11pm (Mon-Sun),Bangalore,Sahakara Nagar,NEW,,300
CASUAL DINING,1885,"European, Burger, Salad, Healthy Food, Continental","9am – 12:30AM (Mon, Tue, Wed, Fri, Sat, Sun)...",Mumbai,Andheri West,4.1,1372 votes,1000
FOOD TRUCK,1480,BBQ,"6:30pm – 10:30pm (Mon, Wed, Thu, Fri, Sat, Sun)...",Thane,Ambernath,NEW,,300
None,12879,Fast Food,2pm – 2am (Mon-Sun),New Delhi,Tilak Nagar,NEW,,200
"QUICK BITES,FOOD COURT",12891,"Healthy Food, Sandwich, Salad",10:30am – 10:30pm (Mon-Sun),New Delhi,Aerocity,3.7,139 votes,500
"BAKERY,QUICK BITES",9571,"Bakery, Desserts, Fast Food",10am – 10pm (Mon-Sun),Chennai,Ashok Nagar,3.8,93 votes,250
QUICK BITES,6683,"Chinese, Chettinad, North Indian",11am – 11pm (Mon-Sun),Chennai,Ramapuram,3.8,191 votes,350
None,15500,Pizza,11am – 11pm (Mon-Sun),Mumbai,Lower Parel,4.0,336 votes,400
CASUAL DINING,4217,Pizza,11am – 11pm (Mon-Sun),Chennai,Adyar,3.6,445 votes,600
CASUAL DINING,9701,North Indian,6:30am – 11:30pm (Mon-Sun),Chennai,Semmancheri,3.5,25 votes,1000
FOOD COURT,12024,"Hyderabadi, Biryani","7am – 3am (Mon-Fri),12noon – 3am (Sat-Sun)",Hyderabad,Madhapur,3.5,103 votes,300
SWEET SHOP,385,"Mithai, Street Food, Desserts",8am – 10:30pm (Mon-Sun),New Delhi,Vikaspuri,3.9,106 votes,100
QUICK BITES,12891,"Healthy Food, Sandwich, Salad",11am – 11pm (Mon-Sun),Mumbai,Mira Road,3.7,687 votes,500
QUICK BITES,11743,"Chinese, North Indian, South Indian",7am – 10pm (Mon-Sun),Chennai,Kanchipuram District,3.8,73 votes,300
QUICK BITES,11965,"South Indian, Biryani, North Indian",7:30am – 3am (Mon-Sun),Bangalore,HSR,3.7,38 votes,500
QUICK BITES,1677,"Bihari, Beverages, Mithai","10am – 10:30pm (Mon-Fri),11:30am – 11:30pm...",Navi Mumbai,CBD-Belapur,NEW,,250
QUICK BITES,12713,"Fast Food, Desserts",12noon – 12midnight (Mon-Sun),Hyderabad,Abids,3.6,144 votes,500
QUICK BITES,11186,"Rolls, Fast Food, North Indian",11am – 11pm (Mon-Sun),Noida,Sector 63,3.3,18 votes,200
CAFÉ,8677,"Cafe, Italian, Continental",24 Hours (Mon-Sun),Bangalore,Mysore Road,4.0,160 votes,700
BEVERAGE SHOP,3412,"Beverages, Desserts",9am – 11pm (Mon-Sun),Bangalore,Jayanagar,4.2,844 votes,250
QUICK BITES,956,"Lebanese, Arabian",12:30pm – 5am (Mon-Sun),Hyderabad,Madhapur,3.0,121 votes,250
QUICK BITES,220,"South Indian, Lebanese",1pm – 6am (Mon-Sun),Hyderabad,Toli Chowki,3.6,55 votes,250
CASUAL DINING,792,"Andhra, South Indian, North Indian, Biryani",11am – 11pm (Mon-Sun),Bangalore,Whitefield,3.8,252 votes,550
QUICK BITES,14990,Kerala,8am – 7pm (Mon-Sun),Kochi,Near Marine Drive,-,,50
QUICK BITES,1605,"Bengali, North Indian","Closed (Mon),8am – 11pm (Tue-Sun)",Chennai,Perungudi,4.0,216 votes,300
CASUAL DINING,3111,"Chinese, Seafood","12noon – 3pm, 7pm – 11:30pm (Mon-Sun)",Chennai,Gopalapuram,4.0,442 votes,1200
QUICK BITES,10052,Maharashtrian,"7am – 9:30pm (Mon-Sat),Closed (Sun)",Mumbai,Dadar West,4.0,92 votes,250
"BAKERY,QUICK BITES",13623,"Bakery, Desserts",9am – 10pm (Mon-Sun),Chennai,Navallur,2.8,54 votes,200
CASUAL DINING,7116,"North Indian, Mughlai, Chinese",11am – 11pm (Mon-Sun),Hyderabad,Hitech City,3.6,301 votes,750
None,7353,"Fast Food, Chinese, Momos",12noon – 11pm (Mon-Sun),New Delhi,East Patel Nagar,3.6,532 votes,400
None,9486,"Biryani, Mughlai","12:30pm – 3:30pm, 6pm – 11pm (Mon-Sun)",Hyderabad,Adikmet,2.7,47 votes,350
CASUAL DINING,5708,"Italian, North Indian","12noon – 3pm, 7pm – 11pm (Mon-Sun)",Bangalore,Whitefield,4.0,1120 votes,1000
QUICK BITES,13114,"Continental, Beverages","8:30am – 8pm (Mon-Fri),Closed (Sat-Sun)",Noida,Sector 125,3.9,69 votes,500
"CASUAL DINING,BAR",13538,"Continental, Chinese, Italian, Momos",7:30am – 12midnight (Mon-Sun),Gurgaon,Golf Course Road,4.1,1291 votes,1400
QUICK BITES,14502,Biryani,12noon – 11pm (Mon-Sun),,Palarivattom Kochi,3.4,82 votes,300
"BAKERY,QUICK BITES",10237,"Bakery, Fast Food",10am – 10pm (Mon-Sun),Faridabad,Sector 15,3.8,261 votes,400
QUICK BITES,12370,"North Indian, Chinese, Biryani",11:30am – 10:30pm (Mon-Sun),Hyderabad,Kukatpally,3.3,146 votes,100
QUICK BITES,7871,"Chinese, Italian",9am – 10pm (Mon-Sun),Hyderabad,Begumpet,3.7,41 votes,400
CASUAL DINING,9825,"South Indian, North Indian, Chinese",7am – 12midnight (Mon-Sun),Hyderabad,Madhapur,3.4,42 votes,900
CASUAL DINING,11547,"Chettinad, Chinese, BBQ, North Indian",12noon – 12midnight (Mon-Sun),Chennai,Virugambakkam,3.6,17 votes,400
CASUAL DINING,13894,"Continental, Chinese, North Indian",8am – 12midnight (Mon-Sun),Hyderabad,Kompally,3.8,424 votes,800
"BEVERAGE SHOP,FOOD COURT",6840,Juices,11am – 10pm (Mon-Sun),Kochi,Edappally,-,,150
QUICK BITES,6362,"Fast Food, Chinese, North Indian",10am – 3am (Mon-Sun),Bangalore,Wilson Garden,3.7,22 votes,250
CAFÉ,5710,"Cafe, Chinese, Seafood",12noon – 11pm (Mon-Sun),Hyderabad,Madhapur,4.3,1193 votes,500
QUICK BITES,1780,"North Indian, Chinese",11:30am – 11:30pm (Mon-Sun),Chennai,Pallavaram,3.2,106 votes,450
CASUAL DINING,12223,"Continental, North Indian, Chinese, Thai","12noon – 4pm, 6:30pm – 12midnight (Mon-Sun)",Mumbai,Borivali West,3.8,512 votes,1000
QUICK BITES,7173,"Fast Food, North Indian",11am – 11pm (Mon-Sun),Chennai,Karapakkam,3.9,354 votes,200
None,771,Fast Food,8am – 3:30am (Mon-Sun),Mumbai,Azad Nagar,3.9,771 votes,500
QUICK BITES,4101,"South Indian, Chinese, Street Food, Beverages",8am – 10:30pm (Mon-Sun),Navi Mumbai,Nerul,3.9,524 votes,400
CASUAL DINING,14614,"Continental, Asian, Pizza, Salad","11am – 10:45pm (Mon-Thu),11am – 11pm (Fri-Sun)",Bangalore,HSR,4.2,88 votes,1000
CASUAL DINING,10858,"Biryani, South Indian, Chinese, Mughlai",7am – 11pm (Mon-Sun),Chennai,Pallavaram,2.8,44 votes,400
None,10665,North Indian,"11am – 4pm, 6:30pm – 12midnight (Mon-Sun)",New Delhi,Ashok Vihar Phase 4,3.9,318 votes,200
CASUAL DINING,3944,North Indian,"12:30pm – 3:30pm, 7:30pm – 9:30pm...",Hyderabad,Hitech City,4.6,1045 votes,1300
None,710,South Indian,"12noon – 4am (Mon),11am – 4am (Tue-Sun)",Hyderabad,Kukatpally,2.6,166 votes,600
BEVERAGE SHOP,8239,"Juices, Beverages",11am – 12midnight (Mon-Sun),Thane,Thane West,NEW,,100
QUICK BITES,4290,"Chinese, Momos",11:30am – 11:30pm (Mon-Sun),Hyderabad,Kondapur,3.9,421 votes,400
DESSERT PARLOR,2025,"Ice Cream, Desserts",11am – 11pm (Mon-Sun),Kochi,Kaloor,4.1,67 votes,150
QUICK BITES,11300,"North Indian, Chinese",1pm – 12midnight (Mon-Sun),Gurgaon,DLF Phase 3,3.7,95 votes,400
BEVERAGE SHOP,7741,"Beverages, Desserts, Fast Food",11am – 4am (Mon-Sun),Bangalore,Doddathoguru Electronic City,NEW,,200
CAFÉ,12822,"Cafe, Beverages, Fast Food, Sandwich, Salad, Coffee, Tea",11am – 1am (Mon-Sun),Chembur.,Tilak Nagar,4.2,842 votes,300
CASUAL DINING,12727,"South Indian, North Indian, Chinese",7:30am – 10:30pm (Mon-Sun),Chennai,GST Road,3.0,161 votes,550
QUICK BITES,11253,"Biryani, North Indian, Kebab",11am – 4am (Mon-Sun),Bangalore,BTM 1 Stage BTM,3.9,221 votes,600
"CASUAL DINING,BAR",2387,"Continental, Italian, Seafood, North Indian, Cafe",11am – 12midnight (Mon-Sun),Maharashtra,Mumbai,4.2,309 votes,2000
QUICK BITES,3048,Fast Food,11am – 11pm (Mon-Sun),Chennai,Nungambakkam,3.3,138 votes,350
QUICK BITES,13852,"North Indian, Chinese, Mughlai, Continental",11am – 11pm (Mon-Sun),Faridabad,Sector 15,4.1,145 votes,500
CASUAL DINING,11746,"North Indian, Chinese, Seafood, Biryani",11am – 12midnight (Mon-Sun),Mumbai,Vile Parle East,3.8,297 votes,750
None,815,"North Indian, Mughlai, Chinese","12noon – 4pm, 6pm – 11pm (Mon-Sun)",New Delhi,Vasant Kunj,4.0,212 votes,600
QUICK BITES,9559,"North Indian, Chinese, Continental","Closed (Mon),7pm – 7am (Tue-Sun)",Chennai,Ramapuram,2.9,227 votes,600
BAR,2982,"North Indian, Chinese, Andhra",12:30pm – 11pm (Mon-Sun),Hyderabad,Kothapet,3.6,510 votes,1000
"PUB,CASUAL DINING",2519,"Continental, Mediterranean, American, Italian, Goan, Momos",12noon – 1am (Mon-Sun),New Delhi,Green Park,4.1,767 votes,1900
QUICK BITES,9589,"South Indian, Chinese",10am – 11pm (Mon-Sun),New Delhi,Rohini,3.9,362 votes,200
MESS,9963,Kerala,11:30am – 11pm (Mon-Sun),Chennai,Chengalpattu,3.6,39 votes,200
None,5467,Fast Food,11am – 11pm (Mon-Sun),opp gurudwara Shakurpur,Near Jeevan Jyoti Apartment,3.8,245 votes,100
"MICROBREWERY,CASUAL DINING",10699,"American, Italian, Chinese",12noon – 12midnight (Mon-Sun),Gurgaon,DLF Cyber City,4.1,1001 votes,1750
None,12009,"Rolls, Lebanese",11:30am – 10:30pm (Mon-Sun),Bangalore,Banashankari,3.2,33 votes,250
CASUAL DINING,1786,"Kerala, North Indian, Chinese",11am – 10pm (Mon-Sun),Kochi,Marine Drive,3.3,20 votes,550
None,11472,Chinese,12noon – 9pm (Mon-Sun),New Delhi,WZ- 16A Near Tikona Park Near Metro Pillar 658 Uttam Nagar,3.5,56 votes,200
"CASUAL DINING,SWEET SHOP",6178,"South Indian, North Indian, Mithai",7am – 10pm (Mon-Sun),Chennai,Navallur,2.9,145 votes,450
CASUAL DINING,664,"Italian, Mexican, Continental, Asian, Japanese",11am – 11pm (Mon-Sun),Bangalore,Rajarajeshwari Nagar,4.3,720 votes,1200
CASUAL DINING,3920,"North Indian, Chinese, Continental",12noon – 12midnight (Mon-Sun),Thane,Thane West,4.5,101 votes,1000
"CASUAL DINING,BAR",6985,"North Indian, Chinese",12:30pm – 1am (Mon-Sun),New Delhi,Greater Kailash 1 (GK 1),3.7,146 votes,1200
BAKERY,15190,"Bakery, Fast Food, Desserts",11am – 8pm (Mon-Sun),New Delhi,Connaught Place,4.3,4792 votes,400
QUICK BITES,7477,Mughlai,5pm – 11pm (Mon-Sun),Noida,Near Sector 72,3.9,44 votes,400
"CASUAL DINING,BAR",14691,"Continental, South Indian, Italian, North Indian, Asian, Kebab",12noon – 12midnight (Mon-Sun),Chennai,T. Nagar,4.1,862 votes,1350
QUICK BITES,5864,"South Indian, Biryani","7am – 11am, 5pm – 10:30pm, 12:30pm – 4pm...",Bangalore,Rajajinagar,4.3,342 votes,300
CAFÉ,13556,"Beverages, Sandwich, Fast Food",11am – 11pm (Mon-Sun),Mumbai,Malad West,NEW,,600
QUICK BITES,9219,"Andhra, Chinese","12noon – 4pm, 7pm – 12midnight (Mon, Tue, Wed...",Chennai,Chennai,3.4,30 votes,300
QUICK BITES,41,"Bakery, Desserts",8:30am – 11pm (Mon-Sun),Hyderabad,L B Nagar,2.7,56 votes,60
QUICK BITES,13661,"Chinese, Thai","12noon – 4pm, 7pm – 12midnight (Mon-Sun)",Mumbai,Mahakali,3.4,110 votes,500
CASUAL DINING,9755,"Bengali, North Indian",11:30am – 11pm (Mon-Sun),Telagana Land Line:040-48507016,Hyderbad,3.5,70 votes,500
"BAR,CASUAL DINING",323,"Continental, Kebab, North Indian","12noon – 11:55pm (Mon, Tue, Wed, Thu, Sun), 12noon...",Hyderabad,Jubilee Hills,4.2,85 votes,1500
"CASUAL DINING,BAR",11025,"North Indian, Continental, Chinese, Seafood","12noon – 3:30pm, 6:30pm – 12:30AM (Mon-Sun)",Mumbai,Powai,3.7,2834 votes,1500
MICROBREWERY,10512,"Bar Food, Modern Indian",12:30pm – 1am (Mon-Sun),Gurgaon,Sector 29,4.3,4635 votes,1500
KIOSK,11166,"Fast Food, Rolls",12noon – 10:30pm (Mon-Sun),Bangalore,Whitefield,3.5,13 votes,150
None,13943,"North Indian, Mughlai, Lucknowi, Awadhi, Kebab",12noon – 12midnight (Mon-Sun),New Delhi,Dwarka,4.5,803 votes,500
CASUAL DINING,4613,"Continental, Seafood, Bengali, Fast Food",11:55am – 11pm (Mon-Sun),Bangalore,HSR,4.0,686 votes,750
FINE DINING,9788,"American, Mediterranean, Italian, European","8pm – 1am (Mon-Fri),12:30pm – 3:30pm, 8pm –...",Mumbai,Khar,4.2,1491 votes,3500
None,10361,Pizza,"12midnight – 1am, 10am – 12midnight (Mon-Sun)",Ghaziabad,Indirapuram,3.6,245 votes,400
None,5775,"Bakery, North Indian, Chinese","Closed (Mon),10am – 10pm (Tue-Sun)",Noida,Sector 45,4.0,220 votes,350
QUICK BITES,10220,"Pizza, Fast Food",11am – 2:30am (Mon-Sun),Hyderabad,Gachibowli,3.7,856 votes,650
"QUICK BITES,KIOSK",7768,"Street Food, South Indian",7:30am – 3:30pm (Mon-Sun),Hyderabad,Begum Bazaar,4.1,732 votes,100
CASUAL DINING,4421,"Continental, North Indian, Italian, Asian",12noon – 12midnight (Mon-Sun),Thane,Kalyan West,4.4,80 votes,900
CASUAL DINING,11028,"North Indian, Chinese","12noon – 3:30pm, 6:30pm – 10:30pm (Mon-Sun)",Hyderabad,Kukatpally,3.1,70 votes,450
QUICK BITES,10559,"North Indian, Chinese",8am – 11pm (Mon-Sun),New Delhi,Uttam Nagar,3.7,129 votes,300
CASUAL DINING,12813,"Mughlai, North Indian, Continental, Chinese","12noon – 3:30pm, 7pm – 12midnight (Mon-Sun)",Mumbai,Mahim,3.9,391 votes,1100
DESSERT PARLOR,3283,"Ice Cream, Desserts",11am – 11pm (Mon-Sun),Hyderabad,Malakpet,3.9,133 votes,150
None,15027,"South Indian, Andhra, Biryani",11am – 7pm (Mon-Sun),Hyderabad,Hitech City,2.6,42 votes,300
QUICK BITES,6455,Maharashtrian,9am – 9pm (Mon-Sun),Mumbai,Parel,3.5,49 votes,200
QUICK BITES,11909,"Arabian, Juices",12noon – 11pm (Mon-Sun),Hyderabad,Tolichowki,3.4,44 votes,350
PUB,1209,"Finger Food, North Indian","12noon – 12:30AM (Mon, Tue, Wed, Thu, Sun), 12noon...",Bangalore,Koramangala 1st Block,4.3,1590 votes,1200
QUICK BITES,3187,"Chinese, Thai, Momos",11am – 10pm (Mon-Sun),Hyderabad,Tarnaka,3.9,285 votes,350
CASUAL DINING,7792,"Continental, Chinese, Steak","12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",Bangalore,Frazer Town,4.0,125 votes,1000
CASUAL DINING,3615,"North Indian, Chinese","11am – 11:30pm (Mon),11am – 11pm (Tue-Sun)",Faridabad,Sector 37,3.5,56 votes,550
QUICK BITES,1724,South Indian,7:30am – 10:30pm (Mon-Sun),Chennai,T. Nagar,3.9,43 votes,500
"BAKERY,QUICK BITES",9896,"Bakery, Desserts, Fast Food, North Indian",10:30am – 12midnight (Mon-Sun),Noida,Sector 61,3.8,364 votes,450
CASUAL DINING,5947,"Kerala, South Indian",5am – 12midnight (Mon-Sun),Kochi,Pallimukku,2.9,14 votes,600
BAKERY,7114,"Bakery, Desserts",11am – 11pm (Mon-Sun),Bangalore,Whitefield,4.1,43 votes,400
CASUAL DINING,722,"North Indian, South Indian",7:30am – 10pm (Mon-Sun),Kochi,Fort Kochi,-,,350
"BAR,CASUAL DINING",14436,"Continental, Finger Food",12noon – 12midnight (Mon-Sun),Bangalore,JP Nagar,3.4,59 votes,1300
FINE DINING,4725,"Mediterranean, Asian, American, Italian, South Indian, North Indian",6:30am – 2am (Mon-Sun),Hyderabad,Hitech City,3.9,50 votes,2200
QUICK BITES,12533,"South Indian, North Indian, Chinese, Biryani","12noon – 3pm, 7pm – 10pm (Mon, Tue, Wed, Thu...",Bangalore,CV Raman Nagar,3.6,35 votes,450
"BAKERY,DESSERT PARLOR",633,"Bakery, French, Desserts",10am – 10pm (Mon-Sun),Bangalore,Lavelle Road,4.2,233 votes,300
CAFÉ,2558,"Cafe, Italian, North Indian",8:30am – 10:30pm (Mon-Sun),New Delhi,Satyaniketan,3.8,632 votes,600
QUICK BITES,344,"South Indian, Biryani",11am – 2am (Mon-Sun),Hyderabad,Dilsukhnagar,3.1,187 votes,800
CASUAL DINING,10877,"Rajasthani, Gujarati, North Indian","12noon – 3:30pm, 7pm – 11pm (Mon-Fri),12noon –...",Bangalore,Indiranagar,4.0,1144 votes,900
CLUB,7407,"Finger Food, Italian","Closed (Mon),7pm – 1am (Tue),10pm – 1am (Wed-Sun)",New Delhi,Barakhamba Road,3.9,998 votes,5000
QUICK BITES,9707,"North Indian, Mughlai, Biryani, Kebab","11am – 3:30pm, 6pm – 11:30pm (Mon-Sun)",Thane,Thane West,3.9,59 votes,500
CASUAL DINING,3640,"Pizza, Chinese, North Indian, Beverages",12noon – 11:30pm (Mon-Sun),Mumbai,Goregaon East,4.6,377 votes,750
QUICK BITES,5503,"North Indian, Mughlai, Chinese",11:30am – 2am (Mon-Sun),Gurgaon,Sohna Road,3.1,221 votes,600
QUICK BITES,5382,Arabian,11am – 11pm (Mon-Sun),Hyderabad,Kukatpally,3.2,402 votes,500
QUICK BITES,7061,"South Indian, North Indian, Chinese",6:30am – 10:30pm (Mon-Sun),Bangalore,Jayanagar,4.0,133 votes,400
CAFÉ,15100,"Cafe, Bakery, Beverages, Fast Food, Continental, Desserts",12noon – 11pm (Mon-Sun),Chennai,Adyar,4.0,53 votes,400
"CASUAL DINING,BAR",13780,"Seafood, Goan, North Indian, Continental, Asian",12noon – 1am (Mon-Sun),Bangalore,Sarjapur Road,4.3,4173 votes,1400
QUICK BITES,10439,Maharashtrian,7am – 11pm (Mon-Sun),Karnataka,Bengaluru,3.7,13 votes,200
CASUAL DINING,7694,"South Indian, North Indian",6am – 11pm (Mon-Sun),Chennai,Velachery,4.1,82 votes,300
CASUAL DINING,1429,"Bengali, North Indian","11am – 4pm, 7pm – 11pm (Mon-Sun)",Gurgaon,Near Sector 50,4.1,305 votes,1000
DESSERT PARLOR,15115,"Desserts, Beverages",11:30am – 11pm (Mon-Sun),Chennai,K K Nagar,4.1,79 votes,250
"FINE DINING,BAR",7182,"North Indian, South Indian, Continental",6am – 12midnight (Mon-Sun),Bangalore,Rajajinagar,4.0,620 votes,1800
"DESSERT PARLOR,QUICK BITES",13564,"Desserts, South Indian, Beverages",10am – 12midnight (Mon-Sun),Mumbai,Grant Road,4.4,58 votes,400
QUICK BITES,13749,"North Indian, Chinese",7am – 2am (Mon-Sun),Bangalore,Whitefield,3.9,198 votes,300
QUICK BITES,14554,"Biryani, North Indian, Chinese",11am – 12midnight (Mon-Sun),Chennai,Madipakkam,3.4,55 votes,300
CASUAL DINING,566,"Kerala, South Indian, Chinese",6:30am – 11:30pm (Mon-Sun),Kerala,Kakkanad,4.2,691 votes,300
CASUAL DINING,9298,"Portuguese, Wraps, Burger, Salad",11:30am – 11:45pm (Mon-Sun),New Delhi,Connaught Place,4.2,3226 votes,1200
"CASUAL DINING,BAR",12956,"European, Italian, Seafood, Continental","12noon – 3pm, 6pm – 11pm (Mon-Wed),12noon –...",Bangalore,Lavelle Road,4.1,1352 votes,2100
CAFÉ,1799,"Cafe, Healthy Food, Beverages, Salad",9:30am – 10pm (Mon-Sun),Bandra West,Hill Road,4.0,1676 votes,1400
CAFÉ,14291,"Cafe, Italian, Mexican",11:30am – 12midnight (Mon-Sun),Mumbai,Mulund West,4.1,487 votes,750
QUICK BITES,3579,"Mughlai, Chinese, Fast Food",12:30pm – 11:30pm (Mon-Sun),Secunderabad,A S Rao Nagar,2.9,415 votes,300
QUICK BITES,13053,South Indian,7am – 10:30pm (Mon-Sun),Chennai,Virugambakkam,3.4,37 votes,300
BEVERAGE SHOP,2120,Beverages,10am – 12midnight (Mon-Sun),Bangalore,Kalyan Nagar,4.0,101 votes,400
"BAKERY,DESSERT PARLOR",10467,"Bakery, Desserts, Fast Food, Juices",10am – 10:45pm (Mon-Sun),Hyderabad,Abids,3.2,73 votes,300
"CASUAL DINING,BAR",8926,"Asian, Continental, Italian",11am – 11pm (Mon-Sun),Chennai,Injambakkam,4.0,132 votes,1500
CAFÉ,12806,"Cafe, Desserts",7am – 11pm (Mon-Sun),Hyderabad,Jubilee Hills,4.4,1180 votes,700
"CASUAL DINING,BAR",14149,"Continental, Asian, Beverages, American",12noon – 1:30am (Mon-Sun),Navi Mumbai,Vashi,4.0,636 votes,1300
QUICK BITES,14445,"Chinese, Seafood",11am – 11am (Mon-Sun),Kochi,Marine Drive,3.5,44 votes,500
CASUAL DINING,12998,"South Indian, Chinese, Chettinad",8am – 3am (Mon-Sun),Chennai,Sholinganallur,3.4,156 votes,600
CASUAL DINING,9222,South Indian,"11:30am – 5:30pm, 7pm – 11pm (Mon-Sun)",Secunderabad,ECIL,4.1,269 votes,400
QUICK BITES,3811,South Indian,"6am – 12noon, 6pm – 10pm (Mon-Sun)",Hyderabad,Dilsukhnagar,3.8,347 votes,80
CASUAL DINING,7004,"North Indian, South Indian",10am – 10pm (Mon-Sun),Edappally,Near Oberon Mall,-,,200
None,12876,"North Indian, Mughlai",11am – 4am (Mon-Sun),Gurgaon,Sector 14,4.3,149 votes,500
CASUAL DINING,6495,"Chinese, South Indian, Sri Lankan","6:30am – 10:30am, 12:30pm – 3:30pm, 6:30pm –...",Chennai,Kovalam,3.0,65 votes,1000
QUICK BITES,11845,"Fast Food, Beverages",7am – 10:30pm (Mon-Sun),Bangalore,Koramangala 6 Block,NEW,,150
None,2932,"North Indian, Chinese",1pm – 1am (Mon-Sun),Mumbai,Chembur,3.5,21 votes,700
CASUAL DINING,944,"Arabian, Kerala",12noon – 10pm (Mon-Sun),Kadavanthra,SCB road,-,,500
None,9115,"North Indian, Biryani",12noon – 11pm (Mon-Sun),New Delhi,Near Jail Road,3.8,282 votes,450
PUB,10723,"Continental, Chinese, Asian, Italian, Pizza",12noon – 1am (Mon-Sun),Mumbai,Juhu,4.0,1484 votes,1600
QUICK BITES,9733,"Oriya, North Indian, Chinese","9am – 3:30pm, 6:30pm – 11pm (Mon-Sun)",Bangalore,Marathahalli,3.2,98 votes,500
"CASUAL DINING,BAR",10837,"Chinese, North Indian, Italian, Seafood",12noon – 1am (Mon-Sun),Mumbai,Ghatkopar West,3.9,1746 votes,1800
FINE DINING,12430,"Continental, Italian, Pizza, Seafood","12:30pm – 2:45pm, 7pm – 11:45pm (Mon),12:30pm...",New Delhi,Connaught Place,4.1,250 votes,3300
CAFÉ,2395,"Cafe, Continental",11am – 10pm (Mon-Sun),Bangalore,Rajarajeshwari Nagar,4.0,85 votes,600
QUICK BITES,4700,North Indian,11am – 11pm (Mon-Sun),Bangalore,Electronic City,3.6,35 votes,400
CASUAL DINING,9489,"Biryani, North Indian, South Indian",12noon – 9:30pm (Mon-Sun),Chennai,Thousand Lights,3.3,39 votes,450
